IncidentId,Factor_Type,Factor,Factor_Text
32484237,Human Factor,11,FOLLOWING TOO CLOSE
32484358,Human Factor,17,MISJUDGE CLEARANCE
32484363,Human Factor,11,FOLLOWING TOO CLOSE
32484366,Human Factor,11,FOLLOWING TOO CLOSE
32484367,Human Factor,18,NOT UNDER PROPER CONTROL
32484368,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32484370,Human Factor,18,NOT UNDER PROPER CONTROL
32484372,Human Factor,17,MISJUDGE CLEARANCE
32484387,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32484848,Human Factor,14,INATTENTION
32485311,Human Factor,17,MISJUDGE CLEARANCE
32485312,Human Factor,14,INATTENTION
32485313,Human Factor,03,DISREGARD TRAFFIC CONTROL
32485314,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32485319,Human Factor,01,ALCOHOL INVOLVEMENT
32485390,Human Factor,11,FOLLOWING TOO CLOSE
32485471,Human Factor,11,FOLLOWING TOO CLOSE
32485473,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32485475,Human Factor,12,IMPROPER BACKING
32485477,Human Factor,12,IMPROPER BACKING
32485478,Human Factor,26,FAILED TO KEEP PROPER LANE
32485479,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32485480,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32485481,Human Factor,14,INATTENTION
32485482,Human Factor,12,IMPROPER BACKING
32485483,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32485486,Human Factor,14,INATTENTION
32485509,Human Factor,11,FOLLOWING TOO CLOSE
32485510,Human Factor,14,INATTENTION
32485583,Human Factor,03,DISREGARD TRAFFIC CONTROL
32485631,Human Factor,22,TOO FAST FOR CONDITIONS
32485633,Human Factor,17,MISJUDGE CLEARANCE
32485974,Human Factor,03,DISREGARD TRAFFIC CONTROL
32485978,Human Factor,01,ALCOHOL INVOLVEMENT
32485980,Human Factor,11,FOLLOWING TOO CLOSE
32486593,Human Factor,04,DISTRACTION
32486854,Human Factor,11,FOLLOWING TOO CLOSE
32486856,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32486978,Human Factor,17,MISJUDGE CLEARANCE
32487013,Human Factor,26,FAILED TO KEEP PROPER LANE
32487250,Human Factor,01,ALCOHOL INVOLVEMENT
32489026,Human Factor,11,FOLLOWING TOO CLOSE
32489029,Human Factor,26,FAILED TO KEEP PROPER LANE
32489040,Human Factor,11,FOLLOWING TOO CLOSE
32489219,Human Factor,18,NOT UNDER PROPER CONTROL
32489220,Human Factor,18,NOT UNDER PROPER CONTROL
32489385,Human Factor,11,FOLLOWING TOO CLOSE
32490101,Human Factor,14,INATTENTION
32490850,Human Factor,02,CELL PHONE
32490859,Human Factor,03,DISREGARD TRAFFIC CONTROL
32491464,Human Factor,26,FAILED TO KEEP PROPER LANE
32491550,Human Factor,11,FOLLOWING TOO CLOSE
32491551,Human Factor,03,DISREGARD TRAFFIC CONTROL
32491552,Human Factor,04,DISTRACTION
32491553,Human Factor,11,FOLLOWING TOO CLOSE
32491556,Human Factor,11,FOLLOWING TOO CLOSE
32491557,Human Factor,12,IMPROPER BACKING
32491558,Human Factor,11,FOLLOWING TOO CLOSE
32491560,Human Factor,11,FOLLOWING TOO CLOSE
32491561,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32492278,Human Factor,03,DISREGARD TRAFFIC CONTROL
32493663,Human Factor,04,DISTRACTION
32494118,Human Factor,11,FOLLOWING TOO CLOSE
32494432,Human Factor,03,DISREGARD TRAFFIC CONTROL
32494433,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32494438,Human Factor,11,FOLLOWING TOO CLOSE
32494439,Human Factor,18,NOT UNDER PROPER CONTROL
32494541,Human Factor,12,IMPROPER BACKING
32494543,Human Factor,18,NOT UNDER PROPER CONTROL
32494544,Human Factor,11,FOLLOWING TOO CLOSE
32494545,Human Factor,18,NOT UNDER PROPER CONTROL
32494547,Human Factor,09,FATIGUE
32494548,Human Factor,14,INATTENTION
32495200,Human Factor,14,INATTENTION
32495349,Human Factor,01,ALCOHOL INVOLVEMENT
32495353,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32495356,Human Factor,17,MISJUDGE CLEARANCE
32495357,Human Factor,01,ALCOHOL INVOLVEMENT
32495548,Human Factor,12,IMPROPER BACKING
32495907,Human Factor,04,DISTRACTION
32495970,Human Factor,02,CELL PHONE
32496267,Human Factor,26,FAILED TO KEEP PROPER LANE
32496533,Human Factor,14,INATTENTION
32496597,Human Factor,18,NOT UNDER PROPER CONTROL
32496598,Human Factor,14,INATTENTION
32496599,Human Factor,14,INATTENTION
32496839,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32496848,Human Factor,03,DISREGARD TRAFFIC CONTROL
32496849,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32497180,Human Factor,17,MISJUDGE CLEARANCE
32497426,Human Factor,03,DISREGARD TRAFFIC CONTROL
32497427,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32497957,Human Factor,01,ALCOHOL INVOLVEMENT
32497985,Human Factor,17,MISJUDGE CLEARANCE
32498063,Human Factor,11,FOLLOWING TOO CLOSE
32498412,Human Factor,18,NOT UNDER PROPER CONTROL
32498779,Human Factor,12,IMPROPER BACKING
32498782,Human Factor,11,FOLLOWING TOO CLOSE
32498858,Human Factor,14,INATTENTION
32498860,Human Factor,07,EXCEEDED STATED SPEED LIMIT
32498861,Human Factor,03,DISREGARD TRAFFIC CONTROL
32498888,Human Factor,18,NOT UNDER PROPER CONTROL
32498889,Human Factor,12,IMPROPER BACKING
32498952,Human Factor,12,IMPROPER BACKING
32499540,Human Factor,26,FAILED TO KEEP PROPER LANE
32499746,Human Factor,17,MISJUDGE CLEARANCE
32499903,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32499904,Human Factor,11,FOLLOWING TOO CLOSE
32499905,Human Factor,17,MISJUDGE CLEARANCE
32499906,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32500026,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32500029,Human Factor,17,MISJUDGE CLEARANCE
32500036,Human Factor,02,CELL PHONE
32500039,Human Factor,03,DISREGARD TRAFFIC CONTROL
32500040,Human Factor,14,INATTENTION
32500349,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32500515,Human Factor,20,PHYSICAL DISABILITY
32500999,Human Factor,01,ALCOHOL INVOLVEMENT
32501145,Human Factor,17,MISJUDGE CLEARANCE
32501336,Human Factor,03,DISREGARD TRAFFIC CONTROL
32501337,Human Factor,14,INATTENTION
32501338,Human Factor,17,MISJUDGE CLEARANCE
32501339,Human Factor,11,FOLLOWING TOO CLOSE
32501340,Human Factor,17,MISJUDGE CLEARANCE
32501342,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32501678,Human Factor,17,MISJUDGE CLEARANCE
32501679,Human Factor,04,DISTRACTION
32501732,Human Factor,18,NOT UNDER PROPER CONTROL
32501737,Human Factor,14,INATTENTION
32501755,Human Factor,14,INATTENTION
32501871,Human Factor,12,IMPROPER BACKING
32502085,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32502086,Human Factor,11,FOLLOWING TOO CLOSE
32502106,Human Factor,14,INATTENTION
32502568,Human Factor,23,TURNING IMPROPERLY
32502587,Human Factor,11,FOLLOWING TOO CLOSE
32502761,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32502797,Human Factor,04,DISTRACTION
32502803,Human Factor,18,NOT UNDER PROPER CONTROL
32502825,Human Factor,11,FOLLOWING TOO CLOSE
32502827,Human Factor,18,NOT UNDER PROPER CONTROL
32502828,Human Factor,11,FOLLOWING TOO CLOSE
32502832,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32503582,Human Factor,03,DISREGARD TRAFFIC CONTROL
32503583,Human Factor,17,MISJUDGE CLEARANCE
32503927,Human Factor,26,FAILED TO KEEP PROPER LANE
32503928,Human Factor,26,FAILED TO KEEP PROPER LANE
32504018,Human Factor,01,ALCOHOL INVOLVEMENT
32504025,Human Factor,01,ALCOHOL INVOLVEMENT
32504375,Human Factor,14,INATTENTION
32504469,Human Factor,04,DISTRACTION
32504862,Human Factor,14,INATTENTION
32504934,Human Factor,03,DISREGARD TRAFFIC CONTROL
32505195,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32505197,Human Factor,18,NOT UNDER PROPER CONTROL
32505604,Human Factor,11,FOLLOWING TOO CLOSE
32505606,Human Factor,11,FOLLOWING TOO CLOSE
32505667,Human Factor,14,INATTENTION
32505681,Human Factor,11,FOLLOWING TOO CLOSE
32505888,Human Factor,17,MISJUDGE CLEARANCE
32505979,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32506762,Human Factor,22,TOO FAST FOR CONDITIONS
32506829,Human Factor,14,INATTENTION
32506951,Human Factor,14,INATTENTION
32507385,Human Factor,11,FOLLOWING TOO CLOSE
32507889,Human Factor,14,INATTENTION
32508442,Human Factor,11,FOLLOWING TOO CLOSE
32508874,Human Factor,17,MISJUDGE CLEARANCE
32509391,Human Factor,14,INATTENTION
32509619,Human Factor,11,FOLLOWING TOO CLOSE
32509808,Human Factor,17,MISJUDGE CLEARANCE
32509840,Human Factor,17,MISJUDGE CLEARANCE
32509961,Human Factor,12,IMPROPER BACKING
32509964,Human Factor,11,FOLLOWING TOO CLOSE
32509967,Human Factor,11,FOLLOWING TOO CLOSE
32509983,Human Factor,11,FOLLOWING TOO CLOSE
32509986,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32510056,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32510058,Human Factor,11,FOLLOWING TOO CLOSE
32510059,Human Factor,11,FOLLOWING TOO CLOSE
32510433,Human Factor,11,FOLLOWING TOO CLOSE
32510731,Human Factor,17,MISJUDGE CLEARANCE
32510736,Human Factor,11,FOLLOWING TOO CLOSE
32511335,Human Factor,12,IMPROPER BACKING
32511410,Human Factor,17,MISJUDGE CLEARANCE
32511684,Human Factor,04,DISTRACTION
32511685,Human Factor,26,FAILED TO KEEP PROPER LANE
32511905,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32512840,Human Factor,26,FAILED TO KEEP PROPER LANE
32512842,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32512844,Human Factor,18,NOT UNDER PROPER CONTROL
32514726,Human Factor,14,INATTENTION
32514732,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32514745,Human Factor,11,FOLLOWING TOO CLOSE
32514750,Human Factor,17,MISJUDGE CLEARANCE
32514764,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32514766,Human Factor,18,NOT UNDER PROPER CONTROL
32514771,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32514776,Human Factor,17,MISJUDGE CLEARANCE
32514779,Human Factor,04,DISTRACTION
32515201,Human Factor,26,FAILED TO KEEP PROPER LANE
32515432,Human Factor,17,MISJUDGE CLEARANCE
32515819,Human Factor,11,FOLLOWING TOO CLOSE
32515820,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32515824,Human Factor,11,FOLLOWING TOO CLOSE
32515828,Human Factor,11,FOLLOWING TOO CLOSE
32516159,Human Factor,03,DISREGARD TRAFFIC CONTROL
32516439,Human Factor,14,INATTENTION
32516523,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32516526,Human Factor,11,FOLLOWING TOO CLOSE
32516694,Human Factor,04,DISTRACTION
32516721,Human Factor,02,CELL PHONE
32516855,Human Factor,17,MISJUDGE CLEARANCE
32516909,Human Factor,04,DISTRACTION
32517074,Human Factor,01,ALCOHOL INVOLVEMENT
32517075,Human Factor,03,DISREGARD TRAFFIC CONTROL
32517150,Human Factor,11,FOLLOWING TOO CLOSE
32517237,Human Factor,01,ALCOHOL INVOLVEMENT
32517241,Human Factor,14,INATTENTION
32517244,Human Factor,14,INATTENTION
32517289,Human Factor,11,FOLLOWING TOO CLOSE
32517290,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32517291,Human Factor,17,MISJUDGE CLEARANCE
32517292,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32517470,Human Factor,14,INATTENTION
32518346,Human Factor,26,FAILED TO KEEP PROPER LANE
32518350,Human Factor,03,DISREGARD TRAFFIC CONTROL
32518487,Human Factor,05,DRUG INVOLVEMENT
32518738,Human Factor,17,MISJUDGE CLEARANCE
32519360,Human Factor,11,FOLLOWING TOO CLOSE
32519361,Human Factor,18,NOT UNDER PROPER CONTROL
32519363,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32519364,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32519365,Human Factor,26,FAILED TO KEEP PROPER LANE
32519366,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32519818,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32519819,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32519822,Human Factor,26,FAILED TO KEEP PROPER LANE
32520003,Human Factor,14,INATTENTION
32520652,Human Factor,14,INATTENTION
32520664,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32520944,Human Factor,02,CELL PHONE
32520945,Human Factor,26,FAILED TO KEEP PROPER LANE
32520946,Human Factor,14,INATTENTION
32521101,Human Factor,11,FOLLOWING TOO CLOSE
32521102,Human Factor,12,IMPROPER BACKING
32521103,Human Factor,26,FAILED TO KEEP PROPER LANE
32521143,Human Factor,11,FOLLOWING TOO CLOSE
32522128,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32522217,Human Factor,03,DISREGARD TRAFFIC CONTROL
32522218,Human Factor,03,DISREGARD TRAFFIC CONTROL
32522219,Human Factor,11,FOLLOWING TOO CLOSE
32522221,Human Factor,14,INATTENTION
32522222,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32522223,Human Factor,26,FAILED TO KEEP PROPER LANE
32522254,Human Factor,01,ALCOHOL INVOLVEMENT
32524388,Human Factor,11,FOLLOWING TOO CLOSE
32524389,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32524394,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32524396,Human Factor,14,INATTENTION
32524746,Human Factor,11,FOLLOWING TOO CLOSE
32524805,Human Factor,11,FOLLOWING TOO CLOSE
32524861,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32525052,Human Factor,13,IMPROPER PASSING
32525708,Human Factor,18,NOT UNDER PROPER CONTROL
32525710,Human Factor,18,NOT UNDER PROPER CONTROL
32525711,Human Factor,11,FOLLOWING TOO CLOSE
32525712,Human Factor,14,INATTENTION
32525713,Human Factor,26,FAILED TO KEEP PROPER LANE
32525715,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32525716,Human Factor,11,FOLLOWING TOO CLOSE
32525717,Human Factor,17,MISJUDGE CLEARANCE
32525719,Human Factor,04,DISTRACTION
32525720,Human Factor,11,FOLLOWING TOO CLOSE
32525875,Human Factor,20,PHYSICAL DISABILITY
32525927,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32525928,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32525951,Human Factor,11,FOLLOWING TOO CLOSE
32526070,Human Factor,14,INATTENTION
32526349,Human Factor,26,FAILED TO KEEP PROPER LANE
32527232,Human Factor,17,MISJUDGE CLEARANCE
32528149,Human Factor,04,DISTRACTION
32528151,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32528335,Human Factor,17,MISJUDGE CLEARANCE
32528337,Human Factor,17,MISJUDGE CLEARANCE
32528339,Human Factor,21,SICK
32528342,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32528757,Human Factor,14,INATTENTION
32529231,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32529783,Human Factor,01,ALCOHOL INVOLVEMENT
32529990,Human Factor,14,INATTENTION
32529997,Human Factor,11,FOLLOWING TOO CLOSE
32532711,Human Factor,12,IMPROPER BACKING
32532712,Human Factor,11,FOLLOWING TOO CLOSE
32532713,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32532716,Human Factor,04,DISTRACTION
32532717,Human Factor,14,INATTENTION
32532719,Human Factor,02,CELL PHONE
32532721,Human Factor,01,ALCOHOL INVOLVEMENT
32532724,Human Factor,14,INATTENTION
32532728,Human Factor,11,FOLLOWING TOO CLOSE
32532729,Human Factor,17,MISJUDGE CLEARANCE
32532733,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32532977,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32534241,Human Factor,11,FOLLOWING TOO CLOSE
32536930,Human Factor,17,MISJUDGE CLEARANCE
32544350,Human Factor,03,DISREGARD TRAFFIC CONTROL
32544375,Human Factor,26,FAILED TO KEEP PROPER LANE
32544379,Human Factor,11,FOLLOWING TOO CLOSE
32544381,Human Factor,06,EMOTIONAL
32544392,Human Factor,18,NOT UNDER PROPER CONTROL
32544399,Human Factor,26,FAILED TO KEEP PROPER LANE
32544400,Human Factor,14,INATTENTION
32544404,Human Factor,11,FOLLOWING TOO CLOSE
32544407,Human Factor,11,FOLLOWING TOO CLOSE
32544424,Human Factor,14,INATTENTION
32544427,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32544429,Human Factor,17,MISJUDGE CLEARANCE
32545280,Human Factor,11,FOLLOWING TOO CLOSE
32551767,Human Factor,12,IMPROPER BACKING
32556612,Human Factor,03,DISREGARD TRAFFIC CONTROL
32566908,Human Factor,01,ALCOHOL INVOLVEMENT
32566911,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32566913,Human Factor,07,EXCEEDED STATED SPEED LIMIT
32566919,Human Factor,26,FAILED TO KEEP PROPER LANE
32566923,Human Factor,14,INATTENTION
32566924,Human Factor,01,ALCOHOL INVOLVEMENT
32584526,Human Factor,17,MISJUDGE CLEARANCE
32584965,Human Factor,04,DISTRACTION
32604956,Human Factor,17,MISJUDGE CLEARANCE
32608344,Human Factor,26,FAILED TO KEEP PROPER LANE
32608384,Human Factor,03,DISREGARD TRAFFIC CONTROL
32608848,Human Factor,03,DISREGARD TRAFFIC CONTROL
32609097,Human Factor,14,INATTENTION
32627359,Human Factor,14,INATTENTION
32627545,Human Factor,12,IMPROPER BACKING
32627550,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32627562,Human Factor,13,IMPROPER PASSING
32627564,Human Factor,18,NOT UNDER PROPER CONTROL
32627565,Human Factor,12,IMPROPER BACKING
32638545,Human Factor,03,DISREGARD TRAFFIC CONTROL
32640828,Human Factor,11,FOLLOWING TOO CLOSE
32672748,Human Factor,17,MISJUDGE CLEARANCE
32672750,Human Factor,14,INATTENTION
32689083,Human Factor,11,FOLLOWING TOO CLOSE
32689945,Human Factor,18,NOT UNDER PROPER CONTROL
32703484,Human Factor,11,FOLLOWING TOO CLOSE
32738401,Human Factor,14,INATTENTION
32738405,Human Factor,17,MISJUDGE CLEARANCE
32750944,Human Factor,17,MISJUDGE CLEARANCE
32765933,Human Factor,14,INATTENTION
32765935,Human Factor,03,DISREGARD TRAFFIC CONTROL
32765937,Human Factor,11,FOLLOWING TOO CLOSE
32770577,Human Factor,03,DISREGARD TRAFFIC CONTROL
32844173,Human Factor,26,FAILED TO KEEP PROPER LANE
32872683,Human Factor,03,DISREGARD TRAFFIC CONTROL
32911269,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32412475,Vehicular Factor,08,TIRE FAILURE
32419224,Vehicular Factor,01,BRAKES DEFECTIVE
32440590,Vehicular Factor,01,BRAKES DEFECTIVE
32449430,Vehicular Factor,01,BRAKES DEFECTIVE
32459989,Vehicular Factor,01,BRAKES DEFECTIVE
32475208,Vehicular Factor,11,TIRES
32515182,Vehicular Factor,03,LOAD SECUREMENT
32525721,Vehicular Factor,03,LOAD SECUREMENT
32273349,Environmental Factor,14,"VIEW OBSTRUCTED, LIMITED DUE TO WEATHER CONDITIONS"
32274567,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32276478,Environmental Factor,01,ANIMALS ACTION
32279647,Environmental Factor,01,ANIMALS ACTION
32283323,Environmental Factor,10,SHOULDERS DEFECTIVE/DROP-OFF
32283451,Environmental Factor,05,GLARE (SUN)
32283703,Environmental Factor,02,CONSTRUCTION WORK ZONE
32285625,Environmental Factor,02,CONSTRUCTION WORK ZONE
32289610,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32292191,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32294583,Environmental Factor,11,SLIPPERY SURFACE
32294586,Environmental Factor,11,SLIPPERY SURFACE
32294588,Environmental Factor,11,SLIPPERY SURFACE
32294596,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32294598,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32294599,Environmental Factor,11,SLIPPERY SURFACE
32295077,Environmental Factor,11,SLIPPERY SURFACE
32295508,Environmental Factor,11,SLIPPERY SURFACE
32295509,Environmental Factor,11,SLIPPERY SURFACE
32295824,Environmental Factor,11,SLIPPERY SURFACE
32298182,Environmental Factor,14,"VIEW OBSTRUCTED, LIMITED DUE TO WEATHER CONDITIONS"
32298883,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32299320,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32299321,Environmental Factor,04,FIXED OBJECT(S)
32302685,Environmental Factor,16,"NON-HIGHWAY WORK: WORK ZONE (Utility, Tree, etc.)"
32306655,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32309774,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32309776,Environmental Factor,01,ANIMALS ACTION
32309777,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32310725,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32314519,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32314538,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32314820,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32315975,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32318747,Environmental Factor,16,"NON-HIGHWAY WORK: WORK ZONE (Utility, Tree, etc.)"
32320024,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32320025,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32320026,Environmental Factor,02,CONSTRUCTION WORK ZONE
32320027,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32321242,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32323192,Environmental Factor,02,CONSTRUCTION WORK ZONE
32325027,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32326279,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32328716,Environmental Factor,04,FIXED OBJECT(S)
32328807,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32328835,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32329151,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32329985,Environmental Factor,11,SLIPPERY SURFACE
32330188,Environmental Factor,11,SLIPPERY SURFACE
32330343,Environmental Factor,11,SLIPPERY SURFACE
32330475,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32330479,Environmental Factor,11,SLIPPERY SURFACE
32331161,Environmental Factor,11,SLIPPERY SURFACE
32331171,Environmental Factor,11,SLIPPERY SURFACE
32331553,Environmental Factor,11,SLIPPERY SURFACE
32331865,Environmental Factor,11,SLIPPERY SURFACE
32331875,Environmental Factor,11,SLIPPERY SURFACE
32332055,Environmental Factor,11,SLIPPERY SURFACE
32332235,Environmental Factor,11,SLIPPERY SURFACE
32332508,Environmental Factor,05,GLARE (SUN)
32333471,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32334550,Environmental Factor,11,SLIPPERY SURFACE
32334779,Environmental Factor,11,SLIPPERY SURFACE
32338182,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32338233,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32338509,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32338635,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32340712,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32341192,Environmental Factor,11,SLIPPERY SURFACE
32341194,Environmental Factor,11,SLIPPERY SURFACE
32342642,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32342775,Environmental Factor,11,SLIPPERY SURFACE
32342776,Environmental Factor,11,SLIPPERY SURFACE
32343962,Environmental Factor,02,CONSTRUCTION WORK ZONE
32345617,Environmental Factor,01,ANIMALS ACTION
32347577,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32347646,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32347649,Environmental Factor,05,GLARE (SUN)
32347651,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32349364,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32349634,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32352328,Environmental Factor,08,IMPROPER/NON-WORKING TRAFFIC CONTROLS
32352483,Environmental Factor,11,SLIPPERY SURFACE
32352576,Environmental Factor,11,SLIPPERY SURFACE
32352661,Environmental Factor,11,SLIPPERY SURFACE
32352896,Environmental Factor,11,SLIPPERY SURFACE
32352901,Environmental Factor,14,"VIEW OBSTRUCTED, LIMITED DUE TO WEATHER CONDITIONS"
32352967,Environmental Factor,11,SLIPPERY SURFACE
32353117,Environmental Factor,11,SLIPPERY SURFACE
32353118,Environmental Factor,11,SLIPPERY SURFACE
32353749,Environmental Factor,11,SLIPPERY SURFACE
32353752,Environmental Factor,11,SLIPPERY SURFACE
32353936,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32354549,Environmental Factor,11,SLIPPERY SURFACE
32354634,Environmental Factor,11,SLIPPERY SURFACE
32354818,Environmental Factor,11,SLIPPERY SURFACE
32354820,Environmental Factor,11,SLIPPERY SURFACE
32354822,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32355040,Environmental Factor,11,SLIPPERY SURFACE
32355436,Environmental Factor,11,SLIPPERY SURFACE
32355683,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32356172,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32356173,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32356634,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32356692,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32356865,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32356914,Environmental Factor,11,SLIPPERY SURFACE
32357741,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32358354,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32359000,Environmental Factor,01,ANIMALS ACTION
32359670,Environmental Factor,01,ANIMALS ACTION
32360933,Environmental Factor,01,ANIMALS ACTION
32361394,Environmental Factor,05,GLARE (SUN)
32361927,Environmental Factor,11,SLIPPERY SURFACE
32362126,Environmental Factor,01,ANIMALS ACTION
32363043,Environmental Factor,11,SLIPPERY SURFACE
32363055,Environmental Factor,02,CONSTRUCTION WORK ZONE
32366974,Environmental Factor,05,GLARE (SUN)
32366979,Environmental Factor,05,GLARE (SUN)
32366984,Environmental Factor,02,CONSTRUCTION WORK ZONE
32367894,Environmental Factor,11,SLIPPERY SURFACE
32368449,Environmental Factor,18,"TOLL BOOTH, PLAZA RELATED"
32369901,Environmental Factor,11,SLIPPERY SURFACE
32371463,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32372097,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32372098,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
